"brand","month","sku","product","quantity","channel"
"G2G","2026-06","G2G-31","GLAD2GLOW艾草淨膚泥膜棒25g","835","POYA"
"G2G","2026-06","G2G-31","GLAD2GLOW艾草淨膚泥膜棒25g","99","Watsons"
"G2G","2026-06","G2G-34","GLAD2GLOW 藍莓潔面乳 70ml","17","Cosmed"
"G2G","2026-06","G2G-34","GLAD2GLOW 藍莓潔面乳 70ml","8","Matsumoto"
"G2G","2026-06","G2G-34","【GLAD2GLOW】藍莓潔面乳70ml","5","MOMO"
"G2G","2026-06","G2G-34","GLAD2GLOW藍莓潔面乳70ml","6","Nihon"
"G2G","2026-06","G2G-34","GLAD2GLOW藍莓潔面乳70ml","115","POYA"
"G2G","2026-06","G2G-35","GLAD2GLOW 377淨透煥采面霜 30g","29","Cosmed"
"G2G","2026-06","G2G-35","GLAD2GLOW 377淨透煥采面霜 30g","5","Matsumoto"
"G2G","2026-06","G2G-35","GLAD2GLOW 377淨透煥采面霜30g","8","Nihon"
"G2G","2026-06","G2G-35","GLAD2GLOW 377淨透煥采面霜30g","225","POYA"
"G2G","2026-06","G2G-35","GLAD2GLOW 377淨透煥采面霜30g","72","Watsons"
"G2G","2026-06","G2G-38","GLAD2GLOW 舒緩保濕凝露 30g","40","Cosmed"
"G2G","2026-06","G2G-38","GLAD2GLOW 舒緩保濕凝露 30g","8","Matsumoto"
"G2G","2026-06","G2G-38","【GLAD2GLOW】舒緩保濕凝露30g","1","MOMO"
"G2G","2026-06","G2G-38","GLAD2GLOW舒緩保濕凝露30g","8","Nihon"
"G2G","2026-06","G2G-38","GLAD2GLOW舒緩保濕凝露30g","157","POYA"
"G2G","2026-06","G2G-39","GLAD2GLOW 淨膚調理棉片30片","228","Watsons"
"G2G","2026-06","G2G-40","【GLAD2GLOW】舒緩保濕凝露55g","3","MOMO"
"G2G","2026-06","G2G-40","GLAD2GLOW舒緩保濕凝露55g","278","POYA"
"G2G","2026-06","G2G-42","GLAD2GLOW 櫻花卸妝水 300ml","382","Cosmed"
"G2G","2026-06","G2G-42","GLAD2GLOW 櫻花卸妝水 300ml","46","Matsumoto"
"G2G","2026-06","G2G-42","【GLAD2GLOW】櫻花卸妝水300ml","4","MOMO"
"G2G","2026-06","G2G-42","GLAD2GLOW?花卸妝水300ml","67","Nihon"
"G2G","2026-06","G2G-42","GLAD2GLOW櫻花卸妝水300ml","987","POYA"
"G2G","2026-06","G2G-42","GLAD2GLOW櫻花卸妝水300ml","186","Watsons"
"G2G","2026-06","G2G-43","GLAD2GLOW 牛奶潔面乳 80g","230","Cosmed"
"G2G","2026-06","G2G-43","GLAD2GLOW 牛奶潔面乳 80g","20","Matsumoto"
"G2G","2026-06","G2G-43","【GLAD2GLOW】牛奶潔面乳80g","10","MOMO"
"G2G","2026-06","G2G-43","GLAD2GLOW牛奶潔面乳80g","29","Nihon"
"G2G","2026-06","G2G-43","GLAD2GLOW牛奶潔面乳80g","1036","POYA"
"G2G","2026-06","G2G-43","GLAD2GLOW牛奶潔面乳80g","363","Watsons"
"G2G","2026-06","G2G-45","GLAD2GLOW 紅石榴淨化透亮泥膜棒 25g","8","Matsumoto"
"G2G","2026-06","G2G-45","【GLAD2GLOW】紅石榴淨化透亮泥膜棒25g","8","MOMO"
"G2G","2026-06","G2G-45","GLAD2GLOW紅石榴淨化透亮泥膜棒25g","13","Nihon"
"G2G","2026-06","G2G-45","GLAD2GLOW紅石榴淨化透亮泥膜棒25g","498","POYA"
"G2G","2026-06","G2G-45","GLAD2GLOW紅石榴淨化透亮泥膜棒25g","71","Watsons"
"G2G","2026-06","G2G-51","GLAD2GLOW 視黃醇精華 17ml","32","Cosmed"
"G2G","2026-06","G2G-51","GLAD2GLOW 視黃醇精華 17ml","9","Matsumoto"
"G2G","2026-06","G2G-51","【GLAD2GLOW】視黃醇精華17ml","4","MOMO"
"G2G","2026-06","G2G-51","GLAD2GLOW視黃醇精華17ml","9","Nihon"
"G2G","2026-06","G2G-51","GLAD2GLOW視黃醇精華17ml","369","POYA"
"G2G","2026-06","G2G-51","GLAD2GLOW視黃醇精華17ml","79","Watsons"
"G2G","2026-06","G2G-72","GLAD2GLOW 積雪草淨化調理潔面凝露70ml","16","Cosmed"
"G2G","2026-06","G2G-72","GLAD2GLOW 積雪草淨化調理潔面凝露 70ml","4","Matsumoto"
"G2G","2026-06","G2G-72","【GLAD2GLOW】積雪草淨化調理潔面凝露70ml","1","MOMO"
"G2G","2026-06","G2G-72","GLAD2GLOW積雪草淨化調理潔面凝露70ml","6","Nihon"
"G2G","2026-06","G2G-72","GLAD2GLOW積雪草淨化調理潔面凝露70ml","211","POYA"
"G2G","2026-06","G2G-72","GLAD2GLOW積雪草淨化調理潔面凝露70ml","50","Watsons"
"G2G","2026-06","G2G-800","GLAD2GLOW 絲絨粉餅00號色 8.5g","36","Cosmed"
"G2G","2026-06","G2G-800","G2G有色絲絨粉餅00色號","11","Matsumoto"
"G2G","2026-06","G2G-800","GLAD2GLOW絲絨粉餅8.5g-00","8","Nihon"
"G2G","2026-06","G2G-800","GLAD2GLOW絲絨粉餅8.5g-00","338","POYA"
"G2G","2026-06","G2G-800","GLAD2GLOW 絲絨粉餅00 8.5g","110","Watsons"
"G2G","2026-06","G2G-801","GLAD2GLOW 絲絨粉餅01號色 8.5g","32","Cosmed"
"G2G","2026-06","G2G-801","G2G有色絲絨粉餅01色號","18","Matsumoto"
"G2G","2026-06","G2G-801","GLAD2GLOW絲絨粉餅8.5g-01","18","Nihon"
"G2G","2026-06","G2G-801","GLAD2GLOW絲絨粉餅8.5g-01","405","POYA"
"G2G","2026-06","G2G-801","GLAD2GLOW 絲絨粉餅01 8.5g","132","Watsons"
"G2G","2026-06","G2G-802","GLAD2GLOW絲絨粉餅02號色 8.5g","40","Cosmed"
"G2G","2026-06","G2G-802","G2G有色絲絨粉餅02色號","17","Matsumoto"
"G2G","2026-06","G2G-802","GLAD2GLOW絲絨粉餅8.5g-02","19","Nihon"
"G2G","2026-06","G2G-802","GLAD2GLOW絲絨粉餅8.5g-02","426","POYA"
"G2G","2026-06","G2G-802","GLAD2GLOW絲絨粉餅02 8.5g","180","Watsons"
"G2G","2026-06","G2G-803","GLAD2GLOW 絲絨粉餅03號色 8.5g","13","Cosmed"
"G2G","2026-06","G2G-803","G2G有色絲絨粉餅03色號","10","Matsumoto"
"G2G","2026-06","G2G-803","GLAD2GLOW絲絨粉餅8.5g-03","13","Nihon"
"G2G","2026-06","G2G-803","GLAD2GLOW絲絨粉餅8.5g-03","260","POYA"
"G2G","2026-06","G2G-80系列","【GLAD2GLOW】絲絨粉餅8.5g  (多色可選)","17","MOMO"
"G2G","2026-06","G2G-82","GLAD2GLOW 淨化調理面霜 30g","17","Cosmed"
"G2G","2026-06","G2G-82","GLAD2GLOW淨化調理面霜 30g","4","Matsumoto"
"G2G","2026-06","G2G-82","【GLAD2GLOW】淨化調理面霜30g","2","MOMO"
"G2G","2026-06","G2G-82","GLAD2GLOW淨化調理面霜30g","7","Nihon"
"G2G","2026-06","G2G-82","GLAD2GLOW淨化調理面霜30g","181","POYA"
"G2G","2026-06","G2G-83","GLAD2GLOW 視黃醇面霜 30g","40","Cosmed"
"G2G","2026-06","G2G-83","GLAD2GLOW 視黃醇面霜 30g","6","Matsumoto"
"G2G","2026-06","G2G-83","GLAD2GLOW視黃醇面霜30g","6","Nihon"
"G2G","2026-06","G2G-83","GLAD2GLOW視黃醇面霜30g","575","POYA"
"G2G","2026-06","G2G-87","GLAD2GLOW 長效霧感定妝噴霧 100ml","213","Cosmed"
"G2G","2026-06","G2G-87","GLAD2GLOW長效霧感定妝噴霧 100ml","13","Matsumoto"
"G2G","2026-06","G2G-87","GLAD2GLOW長效霧感定妝噴霧100ml","38","Nihon"
"G2G","2026-06","G2G-87","GLAD2GLOW長效霧感定妝噴霧100ml","2007","POYA"
"G2G","2026-06","G2G-87","GLAD2GLOW 長效霧感定妝噴霧 100ml","816","Watsons"
"G2G","2026-06","盲袋條碼","贈品-G2G毛絨水果掛件盲袋","88","POYA"
"G2G","2026-07","8809639496039","GLAD2GLOW 毛絨水果掛件盲袋","1","Watsons"
"G2G","2026-07","G2G-05","GLAD2GLOW 紅石榴透亮精華17ml","90","Cosmed"
"G2G","2026-07","G2G-05","GLAD2GLOW 紅石榴透亮精華17ml","6","Matsumoto"
"G2G","2026-07","G2G-05","【GLAD2GLOW】紅石榴透亮精華17ml","4","MOMO"
"G2G","2026-07","G2G-05","GLAD2GLOW紅石榴透亮精華17ml","2894","POYA"
"G2G","2026-07","G2G-05","GLAD2GLOW 紅石榴透亮精華17ml","68","Watsons"
"G2G","2026-07","G2G-07","GLAD2GLOW 藍莓保濕面霜30g","36","Cosmed"
"G2G","2026-07","G2G-07","GLAD2GLOW 藍莓保濕面霜30g","6","Matsumoto"
"G2G","2026-07","G2G-07","【GLAD2GLOW】藍莓保濕面霜30g","1","MOMO"
"G2G","2026-07","G2G-07","GLAD2GLOW藍莓保濕面霜30g","303","POYA"
"G2G","2026-07","G2G-102","GLAD2GLOW 積雪草化妝水 80ml","1","Matsumoto"
"G2G","2026-07","G2G-102","【GLAD2GLOW】積雪草化妝水80ml","6","MOMO"
"G2G","2026-07","G2G-102","GLAD2GLOW積雪草化妝水80ml","166","POYA"
"G2G","2026-07","G2G-102","GLAD2GLOW積雪草化妝水80ml","32","Watsons"
"G2G","2026-07","G2G-104","GLAD2GLOW 紅石榴化妝水80ml","2","Watsons"
"G2G","2026-07","G2G-131","GLAD2GLOW柔嫩淨膚精華 15ml","83","Cosmed"
"G2G","2026-07","G2G-131","GLAD2GLOW柔嫩淨膚精華 15ml","1","Matsumoto"
"G2G","2026-07","G2G-131","【GLAD2GLOW】柔嫩淨膚精華15ml","1","MOMO"
"G2G","2026-07","G2G-131","GLAD2GLOW柔嫩淨膚精華15ml","431","POYA"
"G2G","2026-07","G2G-131","GLAD2GLOW柔嫩淨膚精華15ml","46","Watsons"
"G2G","2026-07","G2G-165Y","GLAD2GLOW 紅石榴美白套組","21","Watsons"
"G2G","2026-07","G2G-166Y","GLAD2GLOW 藍莓修護套組","3","Watsons"
"G2G","2026-07","G2G-1940","GLAD2GLOW 2合1完美無瑕氣墊粉餅00色","13","Cosmed"
"G2G","2026-07","G2G-1940","GLAD2GLOW 2合1完美無瑕氣墊粉餅00色 11ml+8g","3","Matsumoto"
"G2G","2026-07","G2G-1940","【GLAD2GLOW】2合1完美無瑕氣墊粉餅 11ml+8g (多色可選)","1","MOMO"
"G2G","2026-07","G2G-1940","GLAD2GLOW 2合1完美氣墊粉餅11ml+8g-00","210","POYA"
"G2G","2026-07","G2G-1940","GLAD2GLOW 2合1完美無瑕氣墊粉餅00 11ml+8g","31","Watsons"
"G2G","2026-07","G2G-1941","GLAD2GLOW 2合1完美無瑕氣墊粉餅01色","8","Cosmed"
"G2G","2026-07","G2G-1941","GLAD2GLOW 2合1完美無瑕氣墊粉餅01色 11ml+8g","2","Matsumoto"
"G2G","2026-07","G2G-1941","GLAD2GLOW 2合1完美氣墊粉餅11ml+8g-01","253","POYA"
"G2G","2026-07","G2G-1941","GLAD2GLOW 2合1完美無瑕氣墊粉餅01 11ml+8g","34","Watsons"
"G2G","2026-07","G2G-1942","GLAD2GLOW 2合1完美無瑕氣墊粉餅02色","7","Cosmed"
"G2G","2026-07","G2G-1942","GLAD2GLOW 2合1完美無瑕氣墊粉餅02色 11ml+8g","5","Matsumoto"
"G2G","2026-07","G2G-1942","GLAD2GLOW 2合1完美氣墊粉餅11ml+8g-02","213","POYA"
"G2G","2026-07","G2G-1942","GLAD2GLOW 2合1完美無瑕氣墊粉餅02 11ml+8g","35","Watsons"
"G2G","2026-07","G2G-202","GLAD2GLOW 積雪草卸妝油200ml","107","Watsons"
"G2G","2026-07","G2G-208","【GLAD2GLOW】亮顏霜 30ml","1","MOMO"
"G2G","2026-07","G2G-208","GLAD2GLOW 亮顏霜30ml","153","Watsons"
"G2G","2026-07","G2G-20900N","GLAD2GLOW 柔焦裸肌潤色霜00N","264","POYA"
"G2G","2026-07","G2G-20900N","GLAD2GLOW 柔焦裸肌潤色霜00N 30g","96","Watsons"
"G2G","2026-07","G2G-20901N","GLAD2GLOW 柔焦裸肌潤色霜01N","296","POYA"
"G2G","2026-07","G2G-20901N","GLAD2GLOW 柔焦裸肌潤色霜01N 30g","140","Watsons"
"G2G","2026-07","G2G-20902N","GLAD2GLOW 柔焦裸肌潤色霜02N","247","POYA"
"G2G","2026-07","G2G-20902N","GLAD2GLOW 柔焦裸肌潤色霜02N 30g","118","Watsons"
"G2G","2026-07","G2G-20903N","GLAD2GLOW 柔焦裸肌潤色霜03N","205","POYA"
"G2G","2026-07","G2G-20903N","GLAD2GLOW 柔焦裸肌潤色霜03N 30g","78","Watsons"
"G2G","2026-07","G2G-2111","GLAD2GLOW 嘟嘟水潤護唇精華 草莓紅7g","804","Cosmed"
"G2G","2026-07","G2G-2111","GLAD2GLOW 嘟嘟水潤護唇精華01 草莓紅 7g","91","Matsumoto"
"G2G","2026-07","G2G-2111","GLAD2GLOW嘟嘟水潤護唇精華01草莓紅7g","2406","POYA"
"G2G","2026-07","G2G-2111","GLAD2GLOW 嘟嘟水潤護唇精華01 草莓紅 7g","167","Watsons"
"G2G","2026-07","G2G-2112","GLAD2GLOW 嘟嘟水潤護唇精華 蜜桃橘7g","395","Cosmed"
"G2G","2026-07","G2G-2112","GLAD2GLOW 嘟嘟水潤護唇精華02 蜜桃橘 7g","47","Matsumoto"
"G2G","2026-07","G2G-2112","GLAD2GLOW嘟嘟水潤護唇精華02蜜桃橘7g","1024","POYA"
"G2G","2026-07","G2G-2112","GLAD2GLOW 嘟嘟水潤護唇精華02 蜜桃橘 7g","93","Watsons"
"G2G","2026-07","G2G-2113","GLAD2GLOW 嘟嘟水潤護唇精華 葡萄紫7g","482","Cosmed"
"G2G","2026-07","G2G-2113","GLAD2GLOW 嘟嘟水潤護唇精華03 葡萄紫 7g","59","Matsumoto"
"G2G","2026-07","G2G-2113","GLAD2GLOW嘟嘟水潤護唇精華03葡萄紫7g","1407","POYA"
"G2G","2026-07","G2G-2114","GLAD2GLOW 嘟嘟水潤護唇精華 透明色7g","903","Cosmed"
"G2G","2026-07","G2G-2114","GLAD2GLOW 嘟嘟水潤護唇精華04 透明色 7g","94","Matsumoto"
"G2G","2026-07","G2G-2114","GLAD2GLOW嘟嘟水潤護唇精華04透明色7g","4101","POYA"
"G2G","2026-07","G2G-2115","GLAD2GLOW 嘟嘟水潤護唇精華05 柔和淡紫","277","Cosmed"
"G2G","2026-07","G2G-2115","GLAD2GLOW 嘟嘟水潤護唇精華05 柔和淡紫","1873","POYA"
"G2G","2026-07","G2G-2115","GLAD2GLOW 嘟嘟水潤護唇精華05 柔和淡紫","512","Watsons"
"G2G","2026-07","G2G-2116","GLAD2GLOW 嘟嘟水潤護唇精華06 櫻桃汽水","161","Cosmed"
"G2G","2026-07","G2G-2116","GLAD2GLOW 嘟嘟水潤護唇精華06 樱桃汽水","865","POYA"
"G2G","2026-07","G2G-2116","GLAD2GLOW 嘟嘟水潤護唇精華06 樱桃汽水","374","Watsons"
"G2G","2026-07","G2G-2117","GLAD2GLOW 嘟嘟水潤護唇精華07 南瓜奶凍","412","Cosmed"
"G2G","2026-07","G2G-2117","GLAD2GLOW 嘟嘟水潤護唇精華07 南瓜奶凍","3373","POYA"
"G2G","2026-07","G2G-2117","GLAD2GLOW 嘟嘟水潤護唇精華07 南瓜奶凍","757","Watsons"
"G2G","2026-07","G2G-211嘟嘟唇系列","【GLAD2GLOW】嘟嘟水潤護唇精華 7g (多色可選)","37","MOMO"
"G2G","2026-07","G2G-211嘟嘟唇系列 (2入)","【GLAD2GLOW】嘟嘟水潤護唇精華7g 2入組(多色可選)","15","MOMO"
"G2G","2026-07","G2G-212","GLAD2GLOW 完美VC洗面乳80g","62","Watsons"
"G2G","2026-07","G2G-214","GLAD2GLOW 完美VC精華17ml","62","Watsons"
"G2G","2026-07","G2G-215","GLAD2GLOW 完美VC保濕霜30g","52","Watsons"
"G2G","2026-07","G2G-221","GLAD2GLOW PDRN 勻亮煥膚精華20ml","75","Cosmed"
"G2G","2026-07","G2G-221","GLAD2GLOW PDRN 勻亮煥膚精華 20ml","3","Matsumoto"
"G2G","2026-07","G2G-221","GLAD2GLOW PDRN勻亮煥膚精華20ml","465","POYA"
"G2G","2026-07","G2G-223","GLAD2GLOW PDRN勻亮修護精華乳霜30g","80","Cosmed"
"G2G","2026-07","G2G-223","GLAD2GLOW PDRN 勻亮修護精華乳霜 30g","2","Matsumoto"
"G2G","2026-07","G2G-223","【GLAD2GLOW】PDRN 勻亮修護精華乳霜 30g","4","MOMO"
"G2G","2026-07","G2G-223","GLAD2GLOW PDRN勻亮修護精華乳霜30g","453","POYA"
"G2G","2026-07","G2G-230N","GLAD2GLOW 完美氣墊粉底00N色 11g","21","Cosmed"
"G2G","2026-07","G2G-230N","GLAD2GLOW 完美氣墊粉底00N色 11g","4","Matsumoto"
"G2G","2026-07","G2G-230N","GLAD2GLOW完美氣墊粉底11g-00N","678","POYA"
"G2G","2026-07","G2G-230N","GLAD2GLOW 完美氣墊粉底 00N 11g","108","Watsons"
"G2G","2026-07","G2G-231N","GLAD2GLOW 完美氣墊粉底01N色 11g","21","Cosmed"
"G2G","2026-07","G2G-231N","GLAD2GLOW 完美氣墊粉底01N色 11g","3","Matsumoto"
"G2G","2026-07","G2G-231N","GLAD2GLOW完美氣墊粉底11g-01N","670","POYA"
"G2G","2026-07","G2G-231N","GLAD2GLOW 完美氣墊粉底01N 11g","101","Watsons"
"G2G","2026-07","G2G-231W","GLAD2GLOW 完美氣墊粉底01W色 11g","12","Cosmed"
"G2G","2026-07","G2G-231W","GLAD2GLOW 完美氣墊粉底01W色 11g","6","Matsumoto"
"G2G","2026-07","G2G-231W","GLAD2GLOW完美氣墊粉底11g-01W","490","POYA"
"G2G","2026-07","G2G-231W","GLAD2GLOW 完美氣墊粉底01W 11g","81","Watsons"
"G2G","2026-07","G2G-232N","GLAD2GLOW 完美氣墊粉底02N色 11g","14","Cosmed"
"G2G","2026-07","G2G-232N","GLAD2GLOW 完美氣墊粉底02N色 11g","6","Matsumoto"
"G2G","2026-07","G2G-232N","GLAD2GLOW完美氣墊粉底11g-02N","514","POYA"
"G2G","2026-07","G2G-232N","GLAD2GLOW 完美氣墊粉底02N 11g","99","Watsons"
"G2G","2026-07","G2G-232W","GLAD2GLOW 完美氣墊粉底02W色 11g","12","Cosmed"
"G2G","2026-07","G2G-232W","GLAD2GLOW 完美氣墊粉底02W色 11g","1","Matsumoto"
"G2G","2026-07","G2G-232W","GLAD2GLOW完美氣墊粉底11g-02W","413","POYA"
"G2G","2026-07","G2G-233N","GLAD2GLOW 完美氣墊粉底03N色 11g","2","Matsumoto"
"G2G","2026-07","G2G-233N","GLAD2GLOW完美氣墊粉底11g-03N","342","POYA"
"G2G","2026-07","G2G-234N","GLAD2GLOW完美氣墊粉底11g-04N","273","POYA"
"G2G","2026-07","G2G-23NW系列","【GLAD2GLOW】完美氣墊粉底11g  (多色可選)","16","MOMO"
"G2G","2026-07","G2G-23NW系列+G2G-80系列","【GLAD2GLOW】全天持久底妝組合 (完美氣墊粉底+絲絨粉餅)","5","MOMO"
"G2G","2026-07","G2G-248","【GLAD2GLOW】紅石榴透亮保濕面霜 100g","4","MOMO"
"G2G","2026-07","G2G-248","GLAD2GLOW 紅石榴透亮保濕面霜100g","157","Watsons"
"G2G","2026-07","G2G-249","【GLAD2GLOW】藍莓保濕面霜100g","1","MOMO"
"G2G","2026-07","G2G-249","GLAD2GLOW 藍莓保濕面霜100g","54","Watsons"
"G2G","2026-07","G2G-250","【GLAD2GLOW】視黃醇面霜 100g","1","MOMO"
"G2G","2026-07","G2G-250","GLAD2GLOW 視黃醇面霜100g","72","Watsons"
"G2G","2026-07","G2G-257","GLAD2GLOW果酸肌膚調理化妝水","1","Matsumoto"
"G2G","2026-07","G2G-257","GLAD2GLOW果酸肌膚調理化妝水100ml","122","POYA"
"G2G","2026-07","G2G-26","GLAD2GLOW 淨透377柚光精華 17ml","4","Cosmed"
"G2G","2026-07","G2G-26","GLAD2GLOW 淨透377柚光精華 17ml","1","Matsumoto"
"G2G","2026-07","G2G-26","GLAD2GLOW淨透377柚光精華17ml","141","POYA"
"G2G","2026-07","G2G-26","GLAD2GLOW淨透377柚光精華17ml","33","Watsons"
"G2G","2026-07","G2G-260","GLAD2GLOW白松露保濕亮澤精華噴霧100ml","83","Cosmed"
"G2G","2026-07","G2G-260","GLAD2GLOW白松露保濕亮澤精華噴霧","10","Matsumoto"
"G2G","2026-07","G2G-260","【GLAD2GLOW】白松露保濕亮澤精華噴霧100ml","11","MOMO"
"G2G","2026-07","G2G-260","GLAD2GLOW白松露保濕亮澤精華噴霧100ml","396","POYA"
"G2G","2026-07","G2G-27","GLAD2GLOW 火山泥潔淨泥膜棒 25g","14","Matsumoto"
"G2G","2026-07","G2G-27","【GLAD2GLOW】火山泥潔淨泥膜棒25g","2","MOMO"
"G2G","2026-07","G2G-27","GLAD2GLOW火山泥潔淨泥膜棒25g","554","POYA"
"G2G","2026-07","G2G-27","GLAD2GLOW火山泥潔淨泥膜棒25g","63","Watsons"
"G2G","2026-07","G2G-27300N","GLAD2GLOW 完美光澤氣墊 00N 11g","21","Cosmed"
"G2G","2026-07","G2G-27300N","GLAD2GLOW 完美光澤氣墊 00N 11g","7","Matsumoto"
"G2G","2026-07","G2G-27300N","GLAD2GLOW完美光澤氣墊11g-00N","701","POYA"
"G2G","2026-07","G2G-27300N","GLAD2GLOW 完美光澤氣墊 00N 11g","118","Watsons"
"G2G","2026-07","G2G-27301N","GLAD2GLOW 完美光澤氣墊 01N 11g","31","Cosmed"
"G2G","2026-07","G2G-27301N","GLAD2GLOW 完美光澤氣墊 01N 11g","7","Matsumoto"
"G2G","2026-07","G2G-27301N","GLAD2GLOW完美光澤氣墊11g-01N","664","POYA"
"G2G","2026-07","G2G-27301N","GLAD2GLOW 完美光澤氣墊 01N 11g","125","Watsons"
"G2G","2026-07","G2G-27301W","GLAD2GLOW 完美光澤氣墊 01W 11g","11","Cosmed"
"G2G","2026-07","G2G-27301W","GLAD2GLOW 完美光澤氣墊 01W 11g","1","Matsumoto"
"G2G","2026-07","G2G-27301W","GLAD2GLOW完美光澤氣墊11g-01W","350","POYA"
"G2G","2026-07","G2G-27301W","GLAD2GLOW 完美光澤氣墊 01W 11g","102","Watsons"
"G2G","2026-07","G2G-27302N","GLAD2GLOW 完美光澤氣墊 02N 11g","8","Cosmed"
"G2G","2026-07","G2G-27302N","GLAD2GLOW 完美光澤氣墊 02N 11g","4","Matsumoto"
"G2G","2026-07","G2G-27302N","GLAD2GLOW完美光澤氣墊11g-02N","302","POYA"
"G2G","2026-07","G2G-27302N","GLAD2GLOW 完美光澤氣墊 02N 11g","93","Watsons"
"G2G","2026-07","G2G-27302W","GLAD2GLOW 完美光澤氣墊 02W 11g","15","Cosmed"
"G2G","2026-07","G2G-27302W","GLAD2GLOW 完美光澤氣墊 02W 11g","1","Matsumoto"
"G2G","2026-07","G2G-27302W","GLAD2GLOW完美光澤氣墊11g-02W","242","POYA"
"G2G","2026-07","G2G-2730系列","【GLAD2GLOW】完美光澤氣墊 (多色11g)","7","MOMO"
"G2G","2026-07","G2G-27502","GLAD2GLOW 潤色護唇膏 02 櫻桃氣泡","75","Watsons"
"G2G","2026-07","G2G-27503","GLAD2GLOW 潤色護唇膏 03 紅絲絨拿鐵","134","Watsons"
"G2G","2026-07","G2G-27504","GLAD2GLOW 潤色護唇膏 04 玫瑰奶茶","130","Watsons"
"G2G","2026-07","G2G-29","GLAD2GLOW 紅石榴透亮保溼面霜 30g","122","Cosmed"
"G2G","2026-07","G2G-29","GLAD2GLOW 紅石榴透亮保溼面霜 30g","8","Matsumoto"
"G2G","2026-07","G2G-29","【GLAD2GLOW】紅石榴透亮保濕面霜30g","3","MOMO"
"G2G","2026-07","G2G-29","GLAD2GLOW紅石榴透亮保濕面霜30g","1218","POYA"
"G2G","2026-07","G2G-31","GLAD2GLOW 艾草淨膚泥膜棒 25g","7","Matsumoto"
"G2G","2026-07","G2G-31","【GLAD2GLOW】艾草淨膚泥膜棒25g","2","MOMO"
"G2G","2026-07","G2G-31","GLAD2GLOW艾草淨膚泥膜棒25g","416","POYA"
"G2G","2026-07","G2G-31","GLAD2GLOW艾草淨膚泥膜棒25g","52","Watsons"
"G2G","2026-07","G2G-34","GLAD2GLOW 藍莓潔面乳 70ml","13","Cosmed"
"G2G","2026-07","G2G-34","GLAD2GLOW 藍莓潔面乳 70ml","3","Matsumoto"
"G2G","2026-07","G2G-34","GLAD2GLOW藍莓潔面乳70ml","136","POYA"
"G2G","2026-07","G2G-35","GLAD2GLOW 377淨透煥采面霜 30g","13","Cosmed"
"G2G","2026-07","G2G-35","GLAD2GLOW 377淨透煥采面霜 30g","3","Matsumoto"
"G2G","2026-07","G2G-35","【GLAD2GLOW】377淨透煥采面霜30g","5","MOMO"
"G2G","2026-07","G2G-35","GLAD2GLOW 377淨透煥采面霜30g","190","POYA"
"G2G","2026-07","G2G-35","GLAD2GLOW 377淨透煥采面霜30g","40","Watsons"
"G2G","2026-07","G2G-38","GLAD2GLOW 舒緩保濕凝露 30g","9","Cosmed"
"G2G","2026-07","G2G-38","GLAD2GLOW 舒緩保濕凝露 30g","2","Matsumoto"
"G2G","2026-07","G2G-38","GLAD2GLOW舒緩保濕凝露30g","216","POYA"
"G2G","2026-07","G2G-39","GLAD2GLOW 淨膚調理棉片30片","82","Watsons"
"G2G","2026-07","G2G-40","【GLAD2GLOW】舒緩保濕凝露55g","8","MOMO"
"G2G","2026-07","G2G-40","GLAD2GLOW舒緩保濕凝露55g","207","POYA"
"G2G","2026-07","G2G-42","GLAD2GLOW 櫻花卸妝水 300ml","158","Cosmed"
"G2G","2026-07","G2G-42","GLAD2GLOW 櫻花卸妝水 300ml","12","Matsumoto"
"G2G","2026-07","G2G-42","【GLAD2GLOW】櫻花卸妝水300ml","1","MOMO"
"G2G","2026-07","G2G-42","GLAD2GLOW櫻花卸妝水300ml","487","POYA"
"G2G","2026-07","G2G-42","GLAD2GLOW櫻花卸妝水300ml","105","Watsons"
"G2G","2026-07","G2G-43","GLAD2GLOW 牛奶潔面乳 80g","101","Cosmed"
"G2G","2026-07","G2G-43","GLAD2GLOW 牛奶潔面乳 80g","3","Matsumoto"
"G2G","2026-07","G2G-43","【GLAD2GLOW】牛奶潔面乳80g","2","MOMO"
"G2G","2026-07","G2G-43","GLAD2GLOW牛奶潔面乳80g","917","POYA"
"G2G","2026-07","G2G-43","GLAD2GLOW牛奶潔面乳80g","126","Watsons"
"G2G","2026-07","G2G-45","GLAD2GLOW 紅石榴淨化透亮泥膜棒 25g","6","Matsumoto"
"G2G","2026-07","G2G-45","GLAD2GLOW紅石榴淨化透亮泥膜棒25g","270","POYA"
"G2G","2026-07","G2G-45","GLAD2GLOW紅石榴淨化透亮泥膜棒25g","23","Watsons"
"G2G","2026-07","G2G-51","GLAD2GLOW 視黃醇精華 17ml","17","Cosmed"
"G2G","2026-07","G2G-51","GLAD2GLOW 視黃醇精華 17ml","1","Matsumoto"
"G2G","2026-07","G2G-51","GLAD2GLOW視黃醇精華17ml","378","POYA"
"G2G","2026-07","G2G-51","GLAD2GLOW視黃醇精華17ml","34","Watsons"
"G2G","2026-07","G2G-72","GLAD2GLOW 積雪草淨化調理潔面凝露70ml","9","Cosmed"
"G2G","2026-07","G2G-72","【GLAD2GLOW】積雪草淨化調理潔面凝露70ml","3","MOMO"
"G2G","2026-07","G2G-72","GLAD2GLOW積雪草淨化調理潔面凝露70ml","236","POYA"
